Año;Mes;Moneda;Partida;Nombre Partida;Capítulo;Nombre Capítulo;Programa;Nombre Programa;Subtítulo;Nombre Subtítulo;Item;Nombre Item;Asignación;Monto Ley Inicial;Monto Ley Vigente a DICIEMBRE
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;24;TRANSFERENCIAS CORRIENTES;;;;28712;28712
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;24;TRANSFERENCIAS CORRIENTES;7;A Organismos Internacionales;;28712;28712
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;24;TRANSFERENCIAS CORRIENTES;7;A Organismos Internacionales;1;22969;22969
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;24;TRANSFERENCIAS CORRIENTES;7;A Organismos Internacionales;2;5743;5743
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;25;INTEGROS AL FISCO;;;;11862;92591
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;25;INTEGROS AL FISCO;1;Impuestos;;11852;11852
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;10;80739
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;460361;642411
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;5;Máquinas y Equipos;;130103;240148
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;6;Equipos Informáticos;;0;72005
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;330258;330258
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;34;SERVICIO DE LA DEUDA;;;;10;1253
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;20;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;1;SERVICIO HIDROGRÁFICO Y OCEANOGRÁFICO DE LA ARMADA DE CHILE;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;1253
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;5;TRANSFERENCIAS CORRIENTES;;;;0;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;;0;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;201;0;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;6;RENTAS DE LA PROPIEDAD;;;;10431277;10431277
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;6;RENTAS DE LA PROPIEDAD;1;Arriendo de Activos No Financieros;;8926378;8926378
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;6;RENTAS DE LA PROPIEDAD;3;Intereses;;1504899;1504899
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;7;INGRESOS DE OPERACIÓN;;;;194604315;196596798
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;7;INGRESOS DE OPERACIÓN;2;Venta de Servicios;;194604315;196596798
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;8;OTROS INGRESOS CORRIENTES;;;;18800331;20788413
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;8;OTROS INGRESOS CORRIENTES;1;Recuperaciones y Reembolsos por Licencias Médicas;;10;1988092
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;8;OTROS INGRESOS CORRIENTES;99;Otros;;18800321;18800321
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;12;RECUPERACIÓN DE PRÉSTAMOS;;;;84475;84475
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;12;RECUPERACIÓN DE PRÉSTAMOS;7;Por Anticipos por Cambio de Residencia;;84475;84475
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;15;SALDO INICIAL DE CAJA;;;;10;15455096
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;21;GASTOS EN PERSONAL;;;;133429661;145326599
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;22;BIENES Y SERVICIOS DE CONSUMO;;;;26776530;26776530
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;129045;1830469
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;23;PRESTACIONES DE SEGURIDAD SOCIAL;1;Prestaciones Previsionales;;129045;108581
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;23;PRESTACIONES DE SEGURIDAD SOCIAL;3;Prestaciones Sociales del Empleador;;0;1721888
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;;;;1443552;1443552
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;;668820;668820
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;1;Al Sector Privado;7;668820;668820
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;2;Al Gobierno Central;;52284;52284
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;2;Al Gobierno Central;1;52284;52284
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;7;A Organismos Internacionales;;722448;722448
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;24;TRANSFERENCIAS CORRIENTES;7;A Organismos Internacionales;1;722448;722448
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;25;INTEGROS AL FISCO;;;;7381907;8053866
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;25;INTEGROS AL FISCO;1;Impuestos;;1820662;2492611
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;5561245;5561255
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;26;OTROS GASTOS CORRIENTES;;;;10;17908
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;26;OTROS GASTOS CORRIENTES;1;Devoluciones;;10;15833
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;26;OTROS GASTOS CORRIENTES;2;Compensaciones por Daños a Terceros y/o a la Propiedad;;0;2075
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;10416252;10416252
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;3;Vehículos;;191714;191714
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;4;Mobiliario y Otros;;342523;342523
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;5;Máquinas y Equipos;;8919167;8919167
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;6;Equipos Informáticos;;379598;379598
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;7;Programas Informáticos;;583250;583250
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;32;PRÉSTAMOS;;;;84475;84475
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;32;PRÉSTAMOS;7;Por Anticipos por Cambio de Residencia;;84475;84475
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;33;TRANSFERENCIAS DE CAPITAL;;;;44258966;44632897
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;33;TRANSFERENCIAS DE CAPITAL;1;Al Sector Privado;;36128439;40759743
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;33;TRANSFERENCIAS DE CAPITAL;1;Al Sector Privado;2;36128439;40759743
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;33;TRANSFERENCIAS DE CAPITAL;2;Al Gobierno Central;;8130527;3873154
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;33;TRANSFERENCIAS DE CAPITAL;2;Al Gobierno Central;1;104568;104568
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;33;TRANSFERENCIAS DE CAPITAL;2;Al Gobierno Central;3;8025959;3768586
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;34;SERVICIO DE LA DEUDA;;;;10;4773521
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;21;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;1;DIRECCIÓN GENERAL DE AERONÁUTICA CIVIL;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;4773521
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;5;TRANSFERENCIAS CORRIENTES;;;;192045;192045
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;;192045;192045
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;2;192045;192045
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;7;INGRESOS DE OPERACIÓN;;;;460828;434314
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;7;INGRESOS DE OPERACIÓN;1;Venta de Bienes;;460828;434314
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;8;OTROS INGRESOS CORRIENTES;;;;393;393
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;8;OTROS INGRESOS CORRIENTES;1;Recuperaciones y Reembolsos por Licencias Médicas;;10;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;8;OTROS INGRESOS CORRIENTES;99;Otros;;383;383
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;9;APORTE FISCAL;;;;1443035;1443035
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;9;APORTE FISCAL;1;Libre;;1443035;1443035
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;15;SALDO INICIAL DE CAJA;;;;10;160392
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;21;GASTOS EN PERSONAL;;;;814301;814075
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;22;BIENES Y SERVICIOS DE CONSUMO;;;;1191302;1164788
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;23;PRESTACIONES DE SEGURIDAD SOCIAL;;;;10;236
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;23;PRESTACIONES DE SEGURIDAD SOCIAL;1;Prestaciones Previsionales;;10;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;23;PRESTACIONES DE SEGURIDAD SOCIAL;3;Prestaciones Sociales del Empleador;;0;226
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;25;INTEGROS AL FISCO;;;;1242;161624
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;25;INTEGROS AL FISCO;1;Impuestos;;1232;1232
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;25;INTEGROS AL FISCO;99;Otros Integros al Fisco;;10;160392
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;;;;89446;89446
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;29;ADQUISICIÓN DE ACTIVOS NO FINANCIEROS;5;Máquinas y Equipos;;89446;89446
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;34;SERVICIO DE LA DEUDA;;;;10;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;22;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;1;SERVICIO AEROFOTOGRAMÉTRICO DE LA FACH;34;SERVICIO DE LA DEUDA;7;Deuda Flotante;;10;10
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;5;TRANSFERENCIAS CORRIENTES;;;;0;104695
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;;0;104695
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;5;0;30891
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;10;0;32602
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;5;TRANSFERENCIAS CORRIENTES;2;Del Gobierno Central;12;0;41202
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;8;OTROS INGRESOS CORRIENTES;;;;113;264546
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;8;OTROS INGRESOS CORRIENTES;1;Recuperaciones y Reembolsos por Licencias Médicas;;10;106010
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;8;OTROS INGRESOS CORRIENTES;2;Multas y Sanciones Pecuniarias;;0;543
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;8;OTROS INGRESOS CORRIENTES;99;Otros;;103;157993
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;9;APORTE FISCAL;;;;12388967;15282853
2022;Diciembre;PESOS;11;MINISTERIO DE DEFENSA NACIONAL;23;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;1;SUBSECRETARÍA PARA LAS FUERZAS ARMADAS;9;APORTE FISCAL;1;Libre;;12388967;15282853
